user_sequence,challenge
55600_11,CI27806
55600_12,CI27802
55600_13,CI27801
55602_11,CI24970
55602_12,CI24956
55602_13,CI24968
55608_11,CI27806
55608_12,CI27801
55608_13,CI27799
55609_11,CI23663
55609_12,CI24530
55609_13,CI24915
55611_11,CI24534
55611_12,CI25057
55611_13,CI24876
55613_11,CI24530
55613_12,CI24915
55613_13,CI23663
55616_11,CI24636
55616_12,CI25509
55616_13,CI24604
55618_11,CI26948
55618_12,CI26202
55618_13,CI26201
55622_11,CI27805
55622_12,CI27802
55622_13,CI27801
55624_11,CI24030
55624_12,CI23770
55624_13,CI24081
55625_11,CI26926
55625_12,CI26916
55625_13,CI26927
55627_11,CI25135
55627_12,CI28569
55627_13,CI23933
55633_11,CI27802
55633_12,CI27801
55633_13,CI27804
55639_11,CI24954
55639_12,CI23691
55639_13,CI24958
55640_11,CI23891
55640_12,CI23925
55640_13,CI24728
55641_11,CI25500
55641_12,CI25296
55641_13,CI25493
55642_11,CI26783
55642_12,CI26782
55642_13,CI26781
55649_11,CI25003
55649_12,CI24593
55649_13,CI24958
55651_11,CI24277
55651_12,CI25106
55651_13,CI25108
55652_11,CI24514
55652_12,CI25427
55652_13,CI27591
55660_11,CI24534
55660_12,CI25075
55660_13,CI24958
55661_11,CI25075
55661_12,CI24532
55661_13,CI24187
55664_11,CI28930
55664_12,CI28948
55664_13,CI28931
55668_11,CI25498
55668_12,CI26135
55668_13,CI23510
55671_11,CI23848
55671_12,CI23855
55671_13,CI25126
55674_11,CI23855
55674_12,CI26051
55674_13,CI23691
55682_11,CI24895
55682_12,CI23663
55682_13,CI23714
55684_11,CI24680
55684_12,CI23924
55684_13,CI24950
55689_11,CI24690
55689_12,CI24081
55689_13,CI24257
55691_11,CI23833
55691_12,CI24081
55691_13,CI24257
55697_11,CI25126
55697_12,CI24958
55697_13,CI23691
55698_11,CI24665
55698_12,CI24666
55698_13,CI24667
55706_11,CI23714
55706_12,CI23855
55706_13,CI24958
55708_11,CI24440
55708_12,CI24348
55708_13,CI25108
55711_11,CI23691
55711_12,CI24231
55711_13,CI24868
55714_11,CI25247
55714_12,CI24883
55714_13,CI24875
55716_11,CI24529
55716_12,CI24374
55716_13,CI24679
55722_11,CI23663
55722_12,CI23714
55722_13,CI23933
55729_11,CI24875
55729_12,CI24868
55729_13,CI24081
55733_11,CI24954
55733_12,CI24958
55733_13,CI23714
55735_11,CI24958
55735_12,CI23648
55735_13,CI24868
55739_11,CI26449
55739_12,CI26755
55739_13,CI23750
55741_11,CI25119
55741_12,CI25361
55741_13,CI25634
55743_11,CI25180
55743_12,CI25126
55743_13,CI25124
55745_11,CI24928
55745_12,CI28584
55745_13,CI24932
55751_11,CI24958
55751_12,CI23714
55751_13,CI25135
55752_11,CI23702
55752_12,CI23839
55752_13,CI25135
55754_11,CI24958
55754_12,CI24968
55754_13,CI23691
55755_11,CI24323
55755_12,CI24284
55755_13,CI24312
55756_11,CI26202
55756_12,CI26201
55756_13,CI26200
55757_11,CI26198
55757_12,CI26207
55757_13,CI26196
55762_11,CI24239
55762_12,CI24962
55762_13,CI24950
55763_11,CI25659
55763_12,CI23769
55763_13,CI25829
55767_11,CI27931
55767_12,CI28586
55767_13,CI28572
55768_11,CI26914
55768_12,CI26925
55768_13,CI26918
55769_11,CI24493
55769_12,CI24529
55769_13,CI24447
55776_11,CI25108
55776_12,CI25132
55776_13,CI24418
55777_11,CI24348
55777_12,CI25136
55777_13,CI25110
55780_11,CI24876
55780_12,CI24532
55780_13,CI24531
55783_11,CI27934
55783_12,CI28974
55783_13,CI27933
55784_11,CI26928
55784_12,CI26921
55784_13,CI26932
55786_11,CI25039
55786_12,CI25035
55786_13,CI23916
55787_11,CI28974
55787_12,CI28982
55787_13,CI24400
55788_11,CI24642
55788_12,CI24649
55788_13,CI24597
55792_11,CI25126
55792_12,CI25180
55792_13,CI25124
55795_11,CI27257
55795_12,CI27259
55795_13,CI27250
55805_11,CI25075
55805_12,CI24958
55805_13,CI24534
55806_11,CI24868
55806_12,CI25149
55806_13,CI23769
55809_11,CI26200
55809_12,CI26206
55809_13,CI26196
55811_11,CI27934
55811_12,CI27933
55811_13,CI27930
55816_11,CI24447
55816_12,CI24446
55816_13,CI24359
55817_11,CI26870
55817_12,CI26859
55817_13,CI26861
55818_11,CI24868
55818_12,CI24228
55818_13,CI25075
55821_11,CI24499
55821_12,CI25863
55821_13,CI25821
55823_11,CI25509
55823_12,CI25449
55823_13,CI24876
55828_11,CI26871
55828_12,CI26875
55828_13,CI26869
55829_11,CI23855
55829_12,CI23933
55829_13,CI25587
55830_11,CI24012
55830_12,CI24009
55830_13,CI23915
55835_11,CI24932
55835_12,CI25053
55835_13,CI24928
55836_11,CI28190
55836_12,CI28187
55836_13,CI28184
55840_11,CI24272
55840_12,CI24876
55840_13,CI24866
55841_11,CI26051
55841_12,CI25124
55841_13,CI26050
55845_11,CI26930
55845_12,CI26934
55845_13,CI26933
55846_11,CI26501
55846_12,CI24865
55846_13,CI26058
55852_11,CI26923
55852_12,CI26911
55852_13,CI26922
55854_11,CI26929
55854_12,CI26933
55854_13,CI26935
55855_11,CI25135
55855_12,CI25124
55855_13,CI25075
55861_11,CI23691
55861_12,CI24868
55861_13,CI25075
55862_11,CI23770
55862_12,CI23663
55862_13,CI25295
55866_11,CI23691
55866_12,CI23663
55866_13,CI24958
55873_11,CI27043
55873_12,CI27042
55873_13,CI27041
55877_11,CI23808
55877_12,CI28258
55877_13,CI27462
55878_11,CI26925
55878_12,CI26916
55878_13,CI26913
55889_11,CI26934
55889_12,CI26928
55889_13,CI26927
55893_11,CI25995
55893_12,CI25992
55893_13,CI25984
55894_11,CI26204
55894_12,CI26203
55894_13,CI26197
55898_11,CI24958
55898_12,CI23714
55898_13,CI23933
55899_11,CI24648
55899_12,CI24915
55899_13,CI24534
55900_11,CI27807
55900_12,CI27806
55900_13,CI27805
55903_11,CI27806
55903_12,CI27802
55903_13,CI27801
55904_11,CI23663
55904_12,CI23848
55904_13,CI25126
55910_11,CI25509
55910_12,CI25449
55910_13,CI24634
55915_11,CI25903
55915_12,CI23801
55915_13,CI25302
55917_11,CI25149
55917_12,CI24875
55917_13,CI23770
55919_11,CI27805
55919_12,CI27802
55919_13,CI27801
55921_11,CI27806
55921_12,CI27805
55921_13,CI27802
55925_11,CI24471
55925_12,CI24997
55925_13,CI25072
55928_11,CI24870
55928_12,CI24871
55928_13,CI24876
55934_11,CI27802
55934_12,CI27801
55934_13,CI27803
55935_11,CI26204
55935_12,CI26203
55935_13,CI26202
55936_11,CI27805
55936_12,CI27802
55936_13,CI27801
55938_11,CI26305
55938_12,CI26290
55938_13,CI25592
55939_11,CI27806
55939_12,CI26931
55939_13,CI26926
55940_11,CI27725
55940_12,CI26098
55940_13,CI25586
55942_11,CI24438
55942_12,CI24420
55942_13,CI24418
55946_11,CI26998
55946_12,CI27008
55946_13,CI27010
55949_11,CI23691
55949_12,CI25075
55949_13,CI23770
55950_11,CI27809
55950_12,CI27801
55950_13,CI27800
55951_11,CI24692
55951_12,CI24868
55951_13,CI24875
55954_11,CI23714
55954_12,CI24915
55954_13,CI23663
55956_11,CI26928
55956_12,CI26932
55956_13,CI26925
55957_11,CI24471
55957_12,CI24967
55957_13,CI24997
55959_11,CI23812
55959_12,CI23697
55959_13,CI23924
55962_11,CI27801
55962_12,CI27803
55962_13,CI27799
55965_11,CI24671
55965_12,CI27142
55965_13,CI25119
55971_11,CI24050
55971_12,CI24503
55971_13,CI23694
55980_11,CI27802
55980_12,CI27801
55980_13,CI27803
55981_11,CI25126
55981_12,CI23663
55981_13,CI24915
55984_11,CI27802
55984_12,CI27801
55984_13,CI27803
55986_11,CI26204
55986_12,CI26203
55986_13,CI26202
55988_11,CI26923
55988_12,CI27806
55988_13,CI26918
55990_11,CI25295
55990_12,CI24081
55990_13,CI24421
55993_11,CI27806
55993_12,CI27802
55993_13,CI27801
55995_11,CI23663
55995_12,CI24917
55995_13,CI26051
55997_11,CI26202
55997_12,CI26205
55997_13,CI26201
56006_11,CI26918
56006_12,CI26922
56006_13,CI26914
56017_11,CI24876
56017_12,CI24531
56017_13,CI24534
56020_11,CI27010
56020_12,CI27006
56020_13,CI27009
56022_11,CI24812
56022_12,CI24800
56022_13,CI24805
56025_11,CI24876
56025_12,CI24915
56025_13,CI24866
56030_11,CI26912
56030_12,CI26918
56030_13,CI26917
56032_11,CI23714
56032_12,CI23855
56032_13,CI23663
56038_11,CI23714
56038_12,CI24530
56038_13,CI24968
56039_11,CI24958
56039_12,CI25135
56039_13,CI23663
56041_11,CI24876
56041_12,CI25057
56041_13,CI24868
56045_11,CI26914
56045_12,CI26912
56045_13,CI26918
56047_11,CI26912
56047_12,CI26913
56047_13,CI26911
56050_11,CI25135
56050_12,CI25180
56050_13,CI25143
56051_11,CI24953
56051_12,CI24958
56051_13,CI23769
56053_11,CI26914
56053_12,CI26918
56053_13,CI26917
56055_11,CI26913
56055_12,CI26923
56055_13,CI26918
56056_11,CI26923
56056_12,CI26918
56056_13,CI26922
56058_11,CI26918
56058_12,CI26923
56058_13,CI26911
56062_11,CI26914
56062_12,CI26912
56062_13,CI26918
56064_11,CI24690
56064_12,CI25247
56064_13,CI24888
56066_11,CI26952
56066_12,CI26953
56066_13,CI26949
56070_11,CI26913
56070_12,CI26914
56070_13,CI26923
56072_11,CI24954
56072_12,CI24917
56072_13,CI24943
56073_11,CI26915
56073_12,CI26917
56073_13,CI26922
56074_11,CI24534
56074_12,CI24958
56074_13,CI24876
56075_11,CI24895
56075_12,CI25291
56075_13,CI24876
56078_11,CI26925
56078_12,CI26923
56078_13,CI26911
56081_11,CI26911
56081_12,CI26912
56081_13,CI26918
56084_11,CI24875
56084_12,CI24257
56084_13,CI24081
56088_11,CI27807
56088_12,CI27799
56088_13,CI27806
56094_11,CI23648
56094_12,CI23714
56094_13,CI23691
56097_11,CI25074
56097_12,CI24876
56097_13,CI23546
56098_11,CI26913
56098_12,CI26914
56098_13,CI26912
56104_11,CI24972
56104_12,CI24992
56104_13,CI24962
56106_11,CI26913
56106_12,CI26925
56106_13,CI26917
56107_11,CI26916
56107_12,CI26925
56107_13,CI26923
56111_11,CI23770
56111_12,CI24876
56111_13,CI23691
56112_11,CI26913
56112_12,CI26908
56112_13,CI26911
56115_11,CI26960
56115_12,CI26959
56115_13,CI26957
56116_11,CI26916
56116_12,CI26914
56116_13,CI26907
56122_11,CI24958
56122_12,CI24972
56122_13,CI24970
56126_11,CI26498
56126_12,CI25713
56126_13,CI25714
56127_11,CI27730
56127_12,CI27745
56127_13,CI27747
56129_11,CI23691
56129_12,CI23663
56129_13,CI23714
56133_11,CI27050
56133_12,CI27049
56133_13,CI27047
56139_11,CI24875
56139_12,CI23790
56139_13,CI25149
56140_11,CI26910
56140_12,CI26934
56140_13,CI26932
56143_11,CI24493
56143_12,CI24372
56143_13,CI24359
56147_11,CI27006
56147_12,CI26998
56147_13,CI27010
56149_11,CI25135
56149_12,CI25126
56149_13,CI23855
56151_11,CI24958
56151_12,CI24876
56151_13,CI23691
56154_11,CI25437
56154_12,CI25501
56154_13,CI25509
56156_11,CI25446
56156_12,CI25444
56156_13,CI25445
56157_11,CI24958
56157_12,CI25140
56157_13,CI25126
56158_11,CI27003
56158_12,CI26998
56158_13,CI27008
56163_11,CI23714
56163_12,CI24868
56163_13,CI23663
56164_11,CI24597
56164_12,CI24661
56164_13,CI24644
56166_11,CI25996
56166_12,CI25985
56166_13,CI25994
56168_11,CI27005
56168_12,CI27004
56168_13,CI26189
56170_11,CI28586
56170_12,CI28585
56170_13,CI28583
56175_11,CI23855
56175_12,CI25135
56175_13,CI24530
56178_11,CI28568
56178_12,CI28570
56178_13,CI28573
56181_11,CI26915
56181_12,CI26913
56181_13,CI26911
56185_11,CI27176
56185_12,CI24534
56185_13,CI24915
56186_11,CI28585
56186_12,CI28582
56186_13,CI28583
56187_11,CI25187
56187_12,CI23839
56187_13,CI24953
56189_11,CI26926
56189_12,CI26919
56189_13,CI26931
56199_11,CI26915
56199_12,CI26913
56199_13,CI26914
56200_11,CI24418
56200_12,CI24348
56200_13,CI25074
56203_11,CI26164
56203_12,CI26162
56203_13,CI26165
56205_11,CI25151
56205_12,CI24612
56205_13,CI26444
56209_11,CI24277
56209_12,CI25108
56209_13,CI24276
56211_11,CI25861
56211_12,CI25792
56211_13,CI25741
56216_11,CI26216
56216_12,CI26212
56216_13,CI26219
56218_11,CI23769
56218_12,CI23663
56218_13,CI24958
56219_11,CI23648
56219_12,CI23769
56219_13,CI24876
56220_11,CI26925
56220_12,CI26916
56220_13,CI26923
56221_11,CI26925
56221_12,CI26923
56221_13,CI26914
56228_11,CI26925
56228_12,CI26915
56228_13,CI26917
56230_11,CI24876
56230_12,CI23691
56230_13,CI25149
56233_11,CI23823
56233_12,CI24085
56233_13,CI23910
56235_11,CI28184
56235_12,CI28190
56235_13,CI28182
56243_11,CI26925
56243_12,CI26912
56243_13,CI26918
56246_11,CI26925
56246_12,CI26912
56246_13,CI26918
56249_11,CI24876
56249_12,CI23770
56249_13,CI23691
56253_11,CI25108
56253_12,CI24440
56253_13,CI24348
56254_11,CI24532
56254_12,CI25075
56254_13,CI24184
56255_11,CI26199
56255_12,CI26198
56255_13,CI26197
56267_11,CI25107
56267_12,CI25113
56267_13,CI25108
56271_11,CI24373
56271_12,CI24348
56271_13,CI24421
56272_11,CI24439
56272_12,CI24493
56272_13,CI24349
56273_11,CI24438
56273_12,CI24445
56273_13,CI24373
56274_11,CI24348
56274_12,CI24373
56274_13,CI24349
56276_11,CI23803
56276_12,CI24259
56276_13,CI26755
56279_11,CI25041
56279_12,CI25039
56279_13,CI25043
56281_11,CI26202
56281_12,CI26201
56281_13,CI28099
56283_11,CI25110
56283_12,CI25107
56283_13,CI24421
56284_11,CI24876
56284_12,CI24532
56284_13,CI23546
56285_11,CI24690
56285_12,CI24876
56285_13,CI24868
56286_11,CI26858
56286_12,CI26865
56286_13,CI26910
56293_11,CI23790
56293_12,CI23546
56293_13,CI25074
56295_11,CI24876
56295_12,CI24531
56295_13,CI24534
56297_11,CI28586
56297_12,CI28585
56297_13,CI28583
56298_11,CI24953
56298_12,CI23714
56298_13,CI25126
56299_11,CI24529
56299_12,CI24493
56299_13,CI24418
56305_11,CI24952
56305_12,CI24956
56305_13,CI24943
56306_11,CI25124
56306_12,CI24958
56306_13,CI23933
56307_11,CI26201
56307_12,CI26198
56307_13,CI26199
56308_11,CI28586
56308_12,CI28585
56308_13,CI28747
56310_11,CI23663
56310_12,CI25135
56310_13,CI24958
56314_11,CI28113
56314_12,CI28115
56314_13,CI28118
56316_11,CI24868
56316_12,CI24532
56316_13,CI25057
56317_11,CI23688
56317_12,CI23769
56317_13,CI23691
56318_11,CI23969
56318_12,CI23965
56318_13,CI23966
56321_11,CI26199
56321_12,CI26198
56321_13,CI26197
56327_11,CI24970
56327_12,CI24992
56327_13,CI24954
56330_11,CI27678
56330_12,CI27677
56330_13,CI26898
56331_11,CI25108
56331_12,CI25103
56331_13,CI24273
56332_11,CI28572
56332_12,CI25729
56332_13,CI28573
56333_11,CI25075
56333_12,CI24534
56333_13,CI24532
56335_11,CI28585
56335_12,CI28581
56335_13,CI28583
56341_11,CI25995
56341_12,CI26000
56341_13,CI25992
56344_11,CI23770
56344_12,CI25295
56344_13,CI23691
56346_11,CI25141
56346_12,CI24531
56346_13,CI23769
56351_11,CI28585
56351_12,CI28586
56351_13,CI28582
56352_11,CI27677
56352_12,CI27676
56352_13,CI27674
56353_11,CI24953
56353_12,CI24968
56353_13,CI24958
56354_11,CI25995
56354_12,CI25992
56354_13,CI25987
56356_11,CI25592
56356_12,CI23663
56356_13,CI23714
56357_11,CI23691
56357_12,CI24958
56357_13,CI23648
56358_11,CI27678
56358_12,CI27677
56358_13,CI27660
56365_11,CI24421
56365_12,CI25108
56365_13,CI25132
56367_11,CI23770
56367_12,CI25141
56367_13,CI23769
56370_11,CI26890
56370_12,CI26891
56370_13,CI26888
56373_11,CI27678
56373_12,CI27677
56373_13,CI27660
56374_11,CI24690
56374_12,CI25075
56374_13,CI23691
56376_11,CI23657
56376_12,CI24670
56376_13,CI25107
56377_11,CI25075
56377_12,CI25035
56377_13,CI25051
56378_11,CI24958
56378_12,CI25135
56378_13,CI23836
56381_11,CI27799
56381_12,CI27801
56381_13,CI27809
56386_11,CI24793
56386_12,CI25132
56386_13,CI25106
56393_11,CI27799
56393_12,CI27801
56393_13,CI27807
56395_11,CI24962
56395_12,CI24958
56395_13,CI23663
56408_11,CI27680
56408_12,CI27682
56408_13,CI27673
56410_11,CI27806
56410_12,CI27808
56410_13,CI27805
56412_11,CI23770
56412_12,CI24081
56412_13,CI24231
56417_11,CI26913
56417_12,CI26911
56417_13,CI26906
56419_11,CI26909
56419_12,CI26915
56419_13,CI26906
56422_11,CI26913
56422_12,CI26922
56422_13,CI26921
56424_11,CI26912
56424_12,CI26918
56424_13,CI26917
56428_11,CI24876
56428_12,CI23770
56428_13,CI25149
56430_11,CI24257
56430_12,CI24690
56430_13,CI24868
56435_11,CI23770
56435_12,CI23769
56435_13,CI23714
56436_11,CI26916
56436_12,CI26925
56436_13,CI26918
56438_11,CI24081
56438_12,CI25075
56438_13,CI24257
56440_11,CI23691
56440_12,CI23663
56440_13,CI24958
56443_11,CI26923
56443_12,CI26913
56443_13,CI26921
56445_11,CI26925
56445_12,CI26917
56445_13,CI26910
56449_11,CI26916
56449_12,CI26912
56449_13,CI26914
56455_11,CI26200
56455_12,CI26198
56455_13,CI26199
56456_11,CI26338
56456_12,CI28586
56456_13,CI28578
56466_11,CI25106
56466_12,CI25110
56466_13,CI25108
56468_11,CI26445
56468_12,CI26417
56468_13,CI26418
56472_11,CI24534
56472_12,CI24530
56472_13,CI23933
56474_11,CI26954
56474_12,CI26958
56474_13,CI26961
56477_11,CI23691
56477_12,CI24876
56477_13,CI23769
56478_11,CI24928
56478_12,CI24932
56478_13,CI24937
56481_11,CI24958
56481_12,CI25135
56481_13,CI25126
56482_11,CI23855
56482_12,CI25135
56482_13,CI23714
56487_11,CI25075
56487_12,CI27012
56487_13,CI24534
56489_11,CI25124
56489_12,CI23933
56489_13,CI26051
56491_11,CI24968
56491_12,CI23769
56491_13,CI24915
56493_11,CI23574
56493_12,CI23896
56493_13,CI23771
56495_11,CI26201
56495_12,CI26200
56495_13,CI26198
56496_11,CI27807
56496_12,CI27806
56496_13,CI27798
56501_11,CI26203
56501_12,CI26202
56501_13,CI26201
56503_11,CI23770
56503_12,CI23691
56503_13,CI24257
56507_11,CI27041
56507_12,CI27049
56507_13,CI27051
56514_11,CI26163
56514_12,CI26162
56514_13,CI26170
56524_11,CI23714
56524_12,CI23663
56524_13,CI25135
56525_11,CI23714
56525_12,CI26051
56525_13,CI24530
56526_11,CI23916
56526_12,CI24099
56526_13,CI23574
56528_11,CI24958
56528_12,CI26051
56528_13,CI27238
56529_11,CI24440
56529_12,CI25132
56529_13,CI24418
56532_11,CI28586
56532_12,CI28584
56532_13,CI28582
56533_11,CI27048
56533_12,CI27044
56533_13,CI27043
56534_11,CI27048
56534_12,CI27044
56534_13,CI27043
56543_11,CI27047
56543_12,CI27041
56543_13,CI27038
56547_11,CI27051
56547_12,CI27043
56547_13,CI27042
56548_11,CI26206
56548_12,CI26199
56548_13,CI26198
56550_11,CI28464
56550_12,CI28448
56550_13,CI25300
56552_11,CI25108
56552_12,CI25132
56552_13,CI24440
56553_11,CI27789
56553_12,CI27788
56553_13,CI27791
56561_11,CI27047
56561_12,CI27049
56561_13,CI27051
56563_11,CI24876
56563_12,CI24081
56563_13,CI24534
56572_11,CI25135
56572_12,CI23855
56572_13,CI23663
56574_11,CI27051
56574_12,CI27040
56574_13,CI27050
56579_11,CI24493
56579_12,CI24679
56579_13,CI24527
56586_11,CI25136
56586_12,CI25143
56586_13,CI25141
56588_11,CI25135
56588_12,CI25126
56588_13,CI25107
56593_11,CI23663
56593_12,CI23855
56593_13,CI25126
56596_11,CI25124
56596_12,CI23848
56596_13,CI23691
56600_11,CI26199
56600_12,CI26206
56600_13,CI26196
56601_11,CI25295
56601_12,CI24081
56601_13,CI23691
56603_11,CI27044
56603_12,CI27043
56603_13,CI27042
56604_11,CI27343
56604_12,CI27353
56604_13,CI27352
56605_11,CI25126
56605_12,CI25135
56605_13,CI23933
56607_11,CI23506
56607_12,CI24712
56607_13,CI26506
56615_11,CI27051
56615_12,CI27040
56615_13,CI27050
56617_11,CI24786
56617_12,CI24957
56617_13,CI24785
56621_11,CI27051
56621_12,CI27040
56621_13,CI27050
56622_11,CI24690
56622_12,CI23770
56622_13,CI24876
56623_11,CI27045
56623_12,CI27044
56623_13,CI27043
56629_11,CI26211
56629_12,CI26209
56629_13,CI26213
56631_11,CI26221
56631_12,CI26213
56631_13,CI26219
56634_11,CI24872
56634_12,CI24870
56634_13,CI24876
56640_11,CI25106
56640_12,CI25101
56640_13,CI25083
56641_11,CI24459
56641_12,CI25074
56641_13,CI24868
56642_11,CI23769
56642_12,CI23663
56642_13,CI23714
56644_11,CI23770
56644_12,CI24876
56644_13,CI24868
56645_11,CI24876
56645_12,CI23714
56645_13,CI23691
56646_11,CI25107
56646_12,CI25110
56646_13,CI25132
56651_11,CI26213
56651_12,CI26211
56651_13,CI26209
56655_11,CI26205
56655_12,CI26201
56655_13,CI26198
56663_11,CI27789
56663_12,CI27790
56663_13,CI27792
56665_11,CI28061
56665_12,CI26130
56665_13,CI28067
56666_11,CI23498
56666_12,CI24429
56666_13,CI24965
56669_11,CI26202
56669_12,CI26201
56669_13,CI26200
56673_11,CI25989
56673_12,CI25992
56673_13,CI25997
56677_11,CI24418
56677_12,CI24440
56677_13,CI24421
56679_11,CI27047
56679_12,CI27048
56679_13,CI27041
56682_11,CI26858
56682_12,CI26859
56682_13,CI26219
56688_11,CI24534
56688_12,CI23546
56688_13,CI24532
56692_11,CI25110
56692_12,CI25107
56692_13,CI25106
56693_11,CI24521
56693_12,CI24435
56693_13,CI24679
56695_11,CI25300
56695_12,CI23498
56695_13,CI25466
56697_11,CI28586
56697_12,CI28578
56697_13,CI28582
56699_11,CI27048
56699_12,CI27045
56699_13,CI27044
56702_11,CI27041
56702_12,CI27047
56702_13,CI27037
56704_11,CI24553
56704_12,CI24561
56704_13,CI24571
56708_11,CI23663
56708_12,CI24530
56708_13,CI24917
56710_11,CI24421
56710_12,CI24418
56710_13,CI24348
56712_11,CI25139
56712_12,CI25110
56712_13,CI25126
56715_11,CI24926
56715_12,CI24927
56715_13,CI24937
56716_11,CI23769
56716_12,CI24876
56716_13,CI23691
56719_11,CI25135
56719_12,CI24958
56719_13,CI23691
56721_11,CI26443
56721_12,CI26170
56721_13,CI26211
56723_11,CI25442
56723_12,CI25446
56723_13,CI25438
56729_11,CI27040
56729_12,CI27051
56729_13,CI27050
56730_11,CI27045
56730_12,CI27047
56730_13,CI27044
56732_11,CI26869
56732_12,CI26868
56732_13,CI27137
56733_11,CI24780
56733_12,CI24908
56733_13,CI25306
56734_11,CI27048
56734_12,CI27043
56734_13,CI27042
56737_11,CI24875
56737_12,CI23769
56737_13,CI25075
56739_11,CI26219
56739_12,CI26209
56739_13,CI26218
56742_11,CI27040
56742_12,CI27051
56742_13,CI27050
56745_11,CI27040
56745_12,CI27051
56745_13,CI27050
56746_11,CI24534
56746_12,CI24184
56746_13,CI24532
56754_11,CI24534
56754_12,CI24958
56754_13,CI24531
56760_11,CI27047
56760_12,CI27038
56760_13,CI27037
56762_11,CI27047
56762_12,CI27049
56762_13,CI27051
56768_11,CI24271
56768_12,CI24278
56768_13,CI24421
56771_11,CI26922
56771_12,CI26918
56771_13,CI26917
56773_11,CI24649
56773_12,CI24650
56773_13,CI24658
56779_11,CI27044
56779_12,CI27043
56779_13,CI27042
56782_11,CI26206
56782_12,CI26197
56782_13,CI26196
56783_11,CI25191
56783_12,CI25291
56783_13,CI25292
56786_11,CI26206
56786_12,CI26197
56786_13,CI26195
56797_11,CI27050
56797_12,CI27048
56797_13,CI27041
56799_11,CI27051
56799_12,CI27040
56799_13,CI27050
56801_11,CI24962
56801_12,CI24943
56801_13,CI24972
56802_11,CI27044
56802_12,CI27043
56802_13,CI27042
56803_11,CI24421
56803_12,CI24440
56803_13,CI24362
56805_11,CI25107
56805_12,CI25106
56805_13,CI25110
56806_11,CI27051
56806_12,CI27050
56806_13,CI27039
56810_11,CI27049
56810_12,CI27040
56810_13,CI27050
56811_11,CI25135
56811_12,CI24421
56811_13,CI25126
56812_11,CI27048
56812_12,CI27042
56812_13,CI27040
56813_11,CI23714
56813_12,CI25829
56813_13,CI24530
56816_11,CI25110
56816_12,CI25106
56816_13,CI24418
56817_11,CI27049
56817_12,CI27051
56817_13,CI27040
56820_11,CI24534
56820_12,CI25075
56820_13,CI24440
56822_11,CI27050
56822_12,CI27048
56822_13,CI27040
56826_11,CI27048
56826_12,CI27045
56826_13,CI27043
56828_11,CI24093
56828_12,CI28966
56828_13,CI25099
56829_11,CI26188
56829_12,CI26192
56829_13,CI26191
56833_11,CI24521
56833_12,CI24679
56833_13,CI25074
56834_11,CI27041
56834_12,CI27049
56834_13,CI27038
56841_11,CI27048
56841_12,CI27043
56841_13,CI27042
56844_11,CI27047
56844_12,CI27038
56844_13,CI27049
56845_11,CI26133
56845_12,CI26757
56845_13,CI26074
56849_11,CI25110
56849_12,CI24445
56849_13,CI24438
56853_11,CI27049
56853_12,CI27040
56853_13,CI27050
56854_11,CI26125
56854_12,CI24858
56854_13,CI24827
56858_11,CI27041
56858_12,CI27049
56858_13,CI27038
56860_11,CI27566
56860_12,CI28631
56860_13,CI27529
56867_11,CI24530
56867_12,CI26251
56867_13,CI23855
56870_11,CI24534
56870_12,CI23691
56870_13,CI24532
56872_11,CI24959
56872_12,CI28464
56872_13,CI28403
56879_11,CI27048
56879_12,CI27045
56879_13,CI27044
56881_11,CI24419
56881_12,CI24786
56881_13,CI24785
56886_11,CI27045
56886_12,CI27044
56886_13,CI26196
56891_11,CI27438
56891_12,CI27464
56891_13,CI27629
56894_11,CI24421
56894_12,CI25107
56894_13,CI25110
56895_11,CI25453
56895_12,CI23803
56895_13,CI24148
56897_11,CI25437
56897_12,CI25436
56897_13,CI25438
56899_11,CI25092
56899_12,CI25083
56899_13,CI25104
56900_11,CI24958
56900_12,CI24534
56900_13,CI24866
56901_11,CI27049
56901_12,CI27039
56901_13,CI27051
56906_11,CI27044
56906_12,CI27043
56906_13,CI27042
56910_11,CI26206
56910_12,CI26197
56910_13,CI26196
56913_11,CI26206
56913_12,CI26200
56913_13,CI26197
56914_11,CI27041
56914_12,CI27049
56914_13,CI27038
56915_11,CI26202
56915_12,CI26201
56915_13,CI26200
56922_11,CI25075
56922_12,CI24534
56922_13,CI24875
56925_11,CI27048
56925_12,CI26196
56925_13,CI27045
56926_11,CI24876
56926_12,CI25149
56926_13,CI23769
56933_11,CI23770
56933_12,CI25295
56933_13,CI23769
56936_11,CI26198
56936_12,CI26207
56936_13,CI26197
56938_11,CI26199
56938_12,CI26198
56938_13,CI26197
56941_11,CI23546
56941_12,CI24534
56941_13,CI24184
56943_11,CI23714
56943_12,CI24958
56943_13,CI23663
56947_11,CI28585
56947_12,CI28581
56947_13,CI28574
56948_11,CI24532
56948_12,CI25074
56948_13,CI24876
56949_11,CI27049
56949_12,CI27040
56949_13,CI27050
56950_11,CI26199
56950_12,CI26207
56950_13,CI26198
56951_11,CI26198
56951_12,CI26207
56951_13,CI26197
56953_11,CI25132
56953_12,CI24440
56953_13,CI24418
56954_11,CI27051
56954_12,CI27040
56954_13,CI27050
56955_11,CI26198
56955_12,CI26207
56955_13,CI26197
56958_11,CI25126
56958_12,CI24732
56958_13,CI25124
56959_11,CI27048
